Original Sort,PARCEL,Neighborhood,Property Type,Full Address,latitude,longitude,Did it sell?,Prediction,Actual,Prediction Result
8521,5507030013,Hancock Park,Single Famly,"730 S Longwood Ave, Los Angeles, CA 90005",34.061118,-118.3365636,1,0,1,Prediction Incorrect - Sold
9782,5090014017,Hancock Park,Single Famly,"722 S Muirfield Rd, Los Angeles, CA 90005",,,1,,,
7488,5090014016,Hancock Park,Single Famly,"4529 W 8th St, Los Angeles, CA 90005",,,1,,,
7113,5507028005,Hancock Park,Single Famly,"725 S Highland Ave, Los Angeles, CA 90036",34.0613947,-118.3387319,1,0,1,Prediction Incorrect - Sold
1062,4333013039,Beverly Grove,Condo,"850 S Shenandoah St, Los Angeles, CA 90035",,,1,,,
1069,4333013046,Beverly Grove,Condo,"850 S Shenandoah St, Los Angeles, CA 90035",,,1,,,
1076,4333013053,Beverly Grove,Condo,"850 S Shenandoah St, Los Angeles, CA 90035",,,1,,,
1078,4333013055,Beverly Grove,Condo,"850 S Shenandoah St, Los Angeles, CA 90035",,,1,,,
3026,5088016027,Beverly Grove,Single Famly,"6239 Del Valle Dr, Los Angeles, CA 90048",34.0615604,-118.3647751,1,0,1,Prediction Incorrect - Sold
710,5089010026,Beverly Grove,Condo,"724 S Stanley Ave, Los Angeles, CA 90036",,,1,,,
717,5089010030,Beverly Grove,Condo,"724 S Stanley Ave, Los Angeles, CA 90036",,,1,,,
3840,5088016022,Beverly Grove,Single Famly,"6271 Del Valle Dr, Los Angeles, CA 90048",34.0616308,-118.3656063,1,0,1,Prediction Incorrect - Sold
6530,5088003040,Beverly Grove,Single Famly,"6108 Warner Dr, Los Angeles, CA 90048",,,1,,,
1606,4333020064,Beverly Grove,Condo,"836 S Bedford St, Los Angeles, CA 90035",34.0618158,-118.3800009,1,1,1,Prediction Correct - Sold
5684,5088012016,Beverly Grove,Single Famly,"6405 San Vicente Blvd, Los Angeles, CA 90048",,,1,,,
4140,5088016006,Beverly Grove,Single Famly,"6224 Warner Dr, Los Angeles, CA 90048",,,1,,,
1729,4333020071,Beverly Grove,Condo,"820 S Bedford St, Los Angeles, CA 90035",34.06223,-118.3800237,1,0,1,Prediction Incorrect - Sold
1727,4333020069,Beverly Grove,Condo,"820 S Bedford St, Los Angeles, CA 90035",,,1,,,
2533,5088010002,Beverly Grove,Single Famly,"6508 San Vicente Blvd, Los Angeles, CA 90048",,,1,,,
9779,5505021016,Hancock Park,Single Famly,"637 S Lucerne Blvd, Los Angeles, CA 90005",,,1,,,
10277,5505029003,Hancock Park,Single Famly,"636 S Plymouth Blvd, Los Angeles, CA 90005",,,1,,,
18,4333013063,Beverly Grove,Condo,"811 S Bedford St, Los Angeles, CA 90035",,,1,,,
749,4333020049,Beverly Grove,Condo,"8642 Gregory Way, Los Angeles, CA 90035",34.0626527,-118.3799324,1,0,1,Prediction Incorrect - Sold
737,4333020037,Beverly Grove,Condo,"8642 Gregory Way, Los Angeles, CA 90035",,,1,,,
738,4333020038,Beverly Grove,Condo,"8642 Gregory Way, Los Angeles, CA 90035",,,1,,,
7203,5505007006,Hancock Park,Single Famly,"644 S Rimpau Blvd, Los Angeles, CA 90005",34.0627114,-118.3312427,1,1,1,Prediction Correct - Sold
10845,5507017002,Hancock Park,Single Famly,"683 S June St, Los Angeles, CA 90005",34.0627212,-118.3350327,1,0,1,Prediction Incorrect - Sold
768,4333014059,Beverly Grove,Condo,"8712 Gregory Way, Los Angeles, CA 90035",,,1,,,
9785,5504018011,Hancock Park,Single Famly,"610 S Van Ness Ave, Los Angeles, CA 90005",,,1,,,
2538,5088014016,Beverly Grove,Single Famly,"6321 Warner Dr, Los Angeles, CA 90048",,,1,,,
7600,5504018009,Hancock Park,Single Famly,"605 S Wilton Pl, Los Angeles, CA 90005",34.0630124,-118.3143457,1,1,1,Prediction Correct - Sold
10790,5507021013,Hancock Park,Single Famly,"665 S Mansfield Ave, Los Angeles, CA 90036",,,1,,,
8227,5507022019,Hancock Park,Single Famly,"658 S Sycamore Ave, Los Angeles, CA 90036",,,1,,,
9220,5505029007,Hancock Park,Single Famly,"601 S Windsor Blvd, Los Angeles, CA 90005",,,1,,,
7550,5507019028,Hancock Park,Single Famly,"659 S Highland Ave, Los Angeles, CA 90036",,,1,,,
9637,5507022011,Hancock Park,Single Famly,"653 S Orange Dr, Los Angeles, CA 90036",,,1,,,
670,5508012031,Beverly Grove,Condo,"648 S Ridgeley Dr, Los Angeles, CA 90036",,,1,,,
10923,5505022006,Hancock Park,Single Famly,"602 S Lucerne Blvd, Los Angeles, CA 90005",,,1,,,
8977,5505021006,Hancock Park,Single Famly,"604 S Arden Blvd, Los Angeles, CA 90005",,,1,,,
9631,5507020039,Hancock Park,Single Famly,"649 S Citrus Ave, Los Angeles, CA 90036",,,1,,,
9813,5507017005,Hancock Park,Single Famly,"647 S June St, Los Angeles, CA 90005",,,1,,,
12247,5507018008,Hancock Park,Single Famly,"644 S Highland Ave, Los Angeles, CA 90036",,,1,,,
9902,5504016006,Hancock Park,Single Famly,"4211 W 6th St, Los Angeles, CA 90020",34.0635958,-118.3158526,1,0,1,Prediction Incorrect - Sold
7761,5504011002,Hancock Park,Single Famly,"560 S Bronson Ave, Los Angeles, CA 90020",,,1,,,
9922,5507022022,Hancock Park,Single Famly,"642 S Sycamore Ave, Los Angeles, CA 90036",34.0636805,-118.3427039,1,1,1,Prediction Correct - Sold
7763,5504011021,Hancock Park,Single Famly,"552 S Bronson Ave, Los Angeles, CA 90020",,,1,,,
1788,5510027054,Beverly Grove,Condo,"637 S Fairfax Ave, Los Angeles, CA 90036",34.0638696,-118.3616756,1,0,1,Prediction Incorrect - Sold
1779,5510027045,Beverly Grove,Condo,"637 S Fairfax Ave, Los Angeles, CA 90036",,,1,,,
11495,5504026012,Hancock Park,Single Famly,"550 S Wilton Pl, Los Angeles, CA 90020",34.0638809,-118.313752,1,0,1,Prediction Incorrect - Sold
8598,5504019006,Hancock Park,Single Famly,"548 S Van Ness Ave, Los Angeles, CA 90020",,,1,,,
12088,5505023014,Hancock Park,Single Famly,"4521 W 6th St, Los Angeles, CA 90020",,,1,,,
8418,5507019021,Hancock Park,Single Famly,"634 S Citrus Ave, Los Angeles, CA 90036",,,1,,,
10058,5507020007,Hancock Park,Single Famly,"635 S Citrus Ave, Los Angeles, CA 90036",,,1,,,
9063,5504007002,Hancock Park,Single Famly,"542 Lorraine Blvd, Los Angeles, CA 90020",,,1,,,
8406,5507022025,Hancock Park,Single Famly,"628 S Sycamore Ave, Los Angeles, CA 90036",34.0640806,-118.3427047,1,1,1,Prediction Correct - Sold
10392,5507018005,Hancock Park,Single Famly,"626 S Highland Ave, Los Angeles, CA 90036",,,1,,,
9061,5505015004,Hancock Park,Single Famly,"540 S Rossmore Ave, Los Angeles, CA 90020",,,1,,,
10767,5504011018,Hancock Park,Single Famly,"535 S Norton Ave, Los Angeles, CA 90020",,,1,,,
7522,5505005001,Hancock Park,Single Famly,"555 S Rimpau Blvd, Los Angeles, CA 90020",,,1,,,
8836,5507021004,Hancock Park,Single Famly,"621 S Mansfield Ave, Los Angeles, CA 90036",34.0643352,-118.3410741,1,1,1,Prediction Correct - Sold
9059,5505015003,Hancock Park,Single Famly,"530 S Rossmore Ave, Los Angeles, CA 90020",,,1,,,
10887,5507019003,Hancock Park,Single Famly,"615 S Highland Ave, Los Angeles, CA 90036",,,1,,,
7531,5505008013,Hancock Park,Single Famly,"543 S Muirfield Rd, Los Angeles, CA 90020",,,1,,,
7896,5507023003,Hancock Park,Single Famly,"613 S Sycamore Ave, Los Angeles, CA 90036",,,1,,,
9587,5505015008,Hancock Park,Single Famly,"527 S Arden Blvd, Los Angeles, CA 90020",34.0645239,-118.3262184,1,1,1,Prediction Correct - Sold
529,5510026088,Beverly Grove,Condo,"6151 Orange St, Los Angeles, CA 90048",,,1,,,
542,5510026103,Beverly Grove,Condo,"6151 Orange St, Los Angeles, CA 90048",,,1,,,
544,5510026106,Beverly Grove,Condo,"6151 Orange St, Los Angeles, CA 90048",,,1,,,
10788,5507022002,Hancock Park,Single Famly,"607 S Orange Dr, Los Angeles, CA 90036",,,1,,,
9880,5504016043,Hancock Park,Single Famly,"520 S Norton Ave, Los Angeles, CA 90020",34.0646171,-118.3168647,1,0,1,Prediction Incorrect - Sold
1917,5508012069,Beverly Grove,Condo,"600 S Ridgeley Dr, Los Angeles, CA 90036",34.0646339,-118.3501151,1,1,1,Prediction Correct - Sold
1889,5508012042,Beverly Grove,Condo,"600 S Ridgeley Dr, Los Angeles, CA 90036",,,1,,,
1891,5508012044,Beverly Grove,Condo,"600 S Ridgeley Dr, Los Angeles, CA 90036",,,1,,,
1906,5508012058,Beverly Grove,Condo,"600 S Ridgeley Dr, Los Angeles, CA 90036",,,1,,,
1934,5508012083,Beverly Grove,Condo,"600 S Ridgeley Dr, Los Angeles, CA 90036",,,1,,,
11922,5504011009,Hancock Park,Single Famly,"522 S Bronson Ave, Los Angeles, CA 90020",34.0647221,-118.3175879,1,0,1,Prediction Incorrect - Sold
9602,5504019012,Hancock Park,Single Famly,"518 S Van Ness Ave, Los Angeles, CA 90020",,,1,,,
9359,5507019001,Hancock Park,Single Famly,"603 S Highland Ave, Los Angeles, CA 90036",,,1,,,
11796,5504016044,Hancock Park,Single Famly,"516 S Norton Ave, Los Angeles, CA 90020",34.0647604,-118.3168738,1,0,1,Prediction Incorrect - Sold
9877,5504016024,Hancock Park,Single Famly,"515 S Van Ness Ave, Los Angeles, CA 90020",,,1,,,
7526,5504010006,Hancock Park,Single Famly,"514 S Irving Blvd, Los Angeles, CA 90020",34.0648537,-118.3181816,1,1,1,Prediction Correct - Sold
9336,5505015010,Hancock Park,Single Famly,"511 S Arden Blvd, Los Angeles, CA 90020",,,1,,,
10772,5504019013,Hancock Park,Single Famly,"512 S Van Ness Ave, Los Angeles, CA 90020",34.0648929,-118.3153046,1,0,1,Prediction Incorrect - Sold
7892,5504019014,Hancock Park,Single Famly,"508 S Van Ness Ave, Los Angeles, CA 90020",,,1,,,
9590,5505012001,Hancock Park,Single Famly,"500 S Muirfield Rd, Los Angeles, CA 90020",,,1,,,
9588,5504016021,Hancock Park,Single Famly,"506 S Norton Ave, Los Angeles, CA 90020",,,1,,,
9083,5507014011,Hancock Park,Single Famly,"464 S Highland Ave, Los Angeles, CA 90036",,,1,,,
6967,5507012013,Hancock Park,Single Famly,"465 S Citrus Ave, Los Angeles, CA 90036",,,1,,,
9626,5507013012,Hancock Park,Single Famly,"464 S Citrus Ave, Los Angeles, CA 90036",,,1,,,
11788,5505008006,Hancock Park,Single Famly,"508 S Rimpau Blvd, Los Angeles, CA 90020",,,1,,,
7888,5504016001,Hancock Park,Single Famly,"500 S Norton Ave, Los Angeles, CA 90020",34.0651448,-118.3168573,1,0,1,Prediction Incorrect - Sold
9586,5507016008,Hancock Park,Single Famly,"460 S Las Palmas Ave, Los Angeles, CA 90020",,,1,,,
12238,5507014010,Hancock Park,Single Famly,"458 S Highland Ave, Los Angeles, CA 90036",,,1,,,
9583,5507016007,Hancock Park,Single Famly,"452 S Las Palmas Ave, Los Angeles, CA 90020",,,1,,,
11634,5505024014,Hancock Park,Single Famly,"455 S Plymouth Blvd, Los Angeles, CA 90020",,,1,,,
11951,5507010027,Hancock Park,Single Famly,"444 S Sycamore Ave, Los Angeles, CA 90036",,,1,,,
8803,5505011006,Hancock Park,Single Famly,"454 S Muirfield Rd, Los Angeles, CA 90020",,,1,,,
10965,5507014008,Hancock Park,Single Famly,"446 S Highland Ave, Los Angeles, CA 90036",,,1,,,
7663,5507013008,Hancock Park,Single Famly,"447 S Highland Ave, Los Angeles, CA 90036",,,1,,,
4582,5510019030,Beverly Grove,Single Famly,"6134 Lindenhurst Ave, Los Angeles, CA 90048",,,1,,,
7773,5507011009,Hancock Park,Single Famly,"445 S Mansfield Ave, Los Angeles, CA 90036",,,1,,,
6379,5510019027,Beverly Grove,Single Famly,"6148 Lindenhurst Ave, Los Angeles, CA 90048",,,1,,,
9945,5507010008,Hancock Park,Single Famly,"439 S Orange Dr, Los Angeles, CA 90036",34.065764,-118.342175,1,1,1,Prediction Correct - Sold
4584,5510019024,Beverly Grove,Single Famly,"6210 Lindenhurst Ave, Los Angeles, CA 90048",,,1,,,
7643,5505011005,Hancock Park,Single Famly,"444 S Muirfield Rd, Los Angeles, CA 90020",,,1,,,
8221,5507010019,Hancock Park,Single Famly,"432 S Sycamore Ave, Los Angeles, CA 90036",34.0659044,-118.3426139,1,1,1,Prediction Correct - Sold
11928,5505019014,Hancock Park,Single Famly,"441 S Lucerne Blvd, Los Angeles, CA 90020",,,1,,,
8216,5505005018,Hancock Park,Single Famly,"400 S Hudson Ave, Los Angeles, CA 90020",34.066012,-118.331922,1,1,1,Prediction Correct - Sold
7781,5507012006,Hancock Park,Single Famly,"429 S Citrus Ave, Los Angeles, CA 90036",,,1,,,
9884,5505024003,Hancock Park,Single Famly,"435 S Plymouth Blvd, Los Angeles, CA 90020",,,1,,,
11927,5504003010,Hancock Park,Single Famly,"435 Lorraine Blvd, Los Angeles, CA 90020",,,1,,,
10550,5504006010,Hancock Park,Single Famly,"435 S Irving Blvd, Los Angeles, CA 90020",,,1,,,
9607,5504003003,Hancock Park,Single Famly,"434 S Windsor Blvd, Los Angeles, CA 90020",34.066123,-118.3211041,1,1,1,Prediction Correct - Sold
10868,5505024007,Hancock Park,Single Famly,"432 S Lucerne Blvd, Los Angeles, CA 90020",,,1,,,
9614,5507010005,Hancock Park,Single Famly,"423 S Orange Dr, Los Angeles, CA 90036",,,1,,,
7261,5507015004,Hancock Park,Single Famly,"426 S Mccadden Pl, Los Angeles, CA 90020",,,1,,,
9322,5507015015,Hancock Park,Single Famly,"423 S Las Palmas Ave, Los Angeles, CA 90020",,,1,,,
10158,5507013004,Hancock Park,Single Famly,"421 S Highland Ave, Los Angeles, CA 90036",,,1,,,
4003,5510018033,Beverly Grove,Single Famly,"6112 Maryland Dr, Los Angeles, CA 90048",,,1,,,
7280,5507013021,Hancock Park,Single Famly,"418 S Citrus Ave, Los Angeles, CA 90036",,,1,,,
10670,5504003004,Hancock Park,Single Famly,"424 S Windsor Blvd, Los Angeles, CA 90020",,,1,,,
12252,5507014003,Hancock Park,Single Famly,"414 S Highland Ave, Los Angeles, CA 90036",,,1,,,
9581,5504020006,Hancock Park,Single Famly,"421 S Wilton Pl, Los Angeles, CA 90020",,,1,,,
5016,5510021023,Beverly Grove,Single Famly,"6516 Lindenhurst Ave, Los Angeles, CA 90048",,,1,,,
11057,5507014002,Hancock Park,Single Famly,"408 S Highland Ave, Los Angeles, CA 90036",,,1,,,
9958,5507010024,Hancock Park,Single Famly,"406 S Sycamore Ave, Los Angeles, CA 90036",,,1,,,
5017,5510022025,Beverly Grove,Single Famly,"6606 Lindenhurst Ave, Los Angeles, CA 90048",,,1,,,
2707,5508005013,Beverly Grove,Single Famly,"5722 W 4Th St, Los Angeles, CA 90036",34.0667374,-118.3458085,1,0,1,Prediction Incorrect - Sold
4025,5510017029,Beverly Grove,Single Famly,"6330 Maryland Dr, Los Angeles, CA 90048",34.0668725,-118.3658931,1,1,1,Prediction Correct - Sold
9891,5505004014,Hancock Park,Single Famly,"366 S Hudson Ave, Los Angeles, CA 90020",34.066916,-118.3318653,1,1,1,Prediction Correct - Sold
11653,5507005013,Hancock Park,Single Famly,"365 S Citrus Ave, Los Angeles, CA 90036",34.0670731,-118.3399379,1,0,1,Prediction Incorrect - Sold
10016,5507005014,Hancock Park,Single Famly,"364 S Mansfield Ave, Los Angeles, CA 90036",,,1,,,
5901,5510011016,Beverly Grove,Single Famly,"6241 Maryland Dr, Los Angeles, CA 90048",,,1,,,
8614,5507007015,Hancock Park,Single Famly,"358 S Sycamore Ave, Los Angeles, CA 90036",,,1,,,
9915,5507006012,Hancock Park,Single Famly,"359 S Mansfield Ave, Los Angeles, CA 90036",,,1,,,
9882,5505004013,Hancock Park,Single Famly,"356 S Hudson Ave, Los Angeles, CA 90020",,,1,,,
4614,5510016028,Beverly Grove,Single Famly,"6440 Maryland Dr, Los Angeles, CA 90048",,,1,,,
3695,5510011021,Beverly Grove,Single Famly,"6220 W 5Th St, Los Angeles, CA 90048",34.0672833,-118.3637408,1,1,1,Prediction Correct - Sold
4024,5510012006,Beverly Grove,Single Famly,"6327 Maryland Dr, Los Angeles, CA 90048",,,1,,,
10349,5504013002,Hancock Park,Single Famly,"351 S Norton Ave, Los Angeles, CA 90020",,,1,,,
7647,5505025010,Hancock Park,Single Famly,"346 S Lucerne Blvd, Los Angeles, CA 90020",34.0675236,-118.3239809,1,1,1,Prediction Correct - Sold
7895,5507004008,Hancock Park,Single Famly,"347 S Highland Ave, Los Angeles, CA 90036",,,1,,,
9885,5505009013,Hancock Park,Single Famly,"344 S Rimpau Blvd, Los Angeles, CA 90020",,,1,,,
8048,5507004016,Hancock Park,Single Famly,"344 S Citrus Ave, Los Angeles, CA 90036",,,1,,,
4612,5510013006,Beverly Grove,Single Famly,"6427 Maryland Dr, Los Angeles, CA 90048",,,1,,,
6622,5510012021,Beverly Grove,Single Famly,"6366 W 5Th St, Los Angeles, CA 90048",,,1,,,
3250,5510013010,Beverly Grove,Single Famly,"6447 Maryland Dr, Los Angeles, CA 90048",34.0676937,-118.3693204,1,0,1,Prediction Incorrect - Sold
10962,5504022004,Hancock Park,Single Famly,"341 S Van Ness Ave, Los Angeles, CA 90020",,,1,,,
3196,5510013014,Beverly Grove,Single Famly,"6511 Maryland Dr, Los Angeles, CA 90048",,,1,,,
7262,5505025011,Hancock Park,Single Famly,"340 S Lucerne Blvd, Los Angeles, CA 90020",34.0677665,-118.3240494,1,1,1,Prediction Correct - Sold
9914,5507005008,Hancock Park,Single Famly,"339 S Citrus Ave, Los Angeles, CA 90036",,,1,,,
9592,5505004017,Hancock Park,Single Famly,"335 S Rimpau Blvd, Los Angeles, CA 90020",34.0678407,-118.3307547,1,1,1,Prediction Correct - Sold
8386,5505004011,Hancock Park,Single Famly,"336 S Hudson Ave, Los Angeles, CA 90020",,,1,,,
8214,5505026010,Hancock Park,Single Famly,"333 S Windsor Blvd, Los Angeles, CA 90020",,,1,,,
8035,5504005012,Hancock Park,Single Famly,"333 S Irving Blvd, Los Angeles, CA 90020",,,1,,,
12113,5507005020,Hancock Park,Single Famly,"330 S Mansfield Ave, Los Angeles, CA 90036",,,1,,,
4619,5510014003,Beverly Grove,Single Famly,"6611 Maryland Dr, Los Angeles, CA 90048",34.0678957,-118.3713404,1,0,1,Prediction Incorrect - Sold
10388,5507007020,Hancock Park,Single Famly,"334 S Sycamore Ave, Los Angeles, CA 90036",34.0679057,-118.3426459,1,0,1,Prediction Incorrect - Sold
7096,5505025006,Hancock Park,Single Famly,"333 S Plymouth Blvd, Los Angeles, CA 90020",,,1,,,
11918,5505025012,Hancock Park,Single Famly,"332 S Lucerne Blvd, Los Angeles, CA 90020",,,1,,,
3633,5510013032,Beverly Grove,Single Famly,"6420 W 5Th St, Los Angeles, CA 90048",,,1,,,
9345,5507006006,Hancock Park,Single Famly,"329 S Mansfield Ave, Los Angeles, CA 90036",,,1,,,
8053,5507004019,Hancock Park,Single Famly,"328 S Citrus Ave, Los Angeles, CA 90036",,,1,,,
8224,5507006021,Hancock Park,Single Famly,"328 S Orange Dr, Los Angeles, CA 90036",,,1,,,
9942,5507007021,Hancock Park,Single Famly,"328 S Sycamore Ave, Los Angeles, CA 90036",,,1,,,
3848,5510010028,Beverly Grove,Single Famly,"6222 Drexel Ave, Los Angeles, CA 90048",,,1,,,
11507,5504013016,Hancock Park,Single Famly,"330 S Irving Blvd, Los Angeles, CA 90020",,,1,,,
9323,5507002004,Hancock Park,Single Famly,"326 S Mccadden Pl, Los Angeles, CA 90020",34.0680873,-118.3367683,1,1,1,Prediction Correct - Sold
4064,5510014015,Beverly Grove,Single Famly,"6671 Maryland Dr, Los Angeles, CA 90048",,,1,,,
9879,5505026009,Hancock Park,Single Famly,"317 S Windsor Blvd, Los Angeles, CA 90020",,,1,,,
6296,5510013023,Beverly Grove,Single Famly,"6510 W 5Th St, Los Angeles, CA 90048",34.0681442,-118.3699136,1,0,1,Prediction Incorrect - Sold
6672,5510010024,Beverly Grove,Single Famly,"6242 Drexel Ave, Los Angeles, CA 90048",34.0681632,-118.3629765,1,1,1,Prediction Correct - Sold
9066,5504004004,Hancock Park,Single Famly,"326 S Windsor Blvd, Los Angeles, CA 90020",,,1,,,
6673,5510010022,Beverly Grove,Single Famly,"6252 Drexel Ave, Los Angeles, CA 90048",,,1,,,
10769,5505010003,Hancock Park,Single Famly,"324 S Muirfield Rd, Los Angeles, CA 90020",,,1,,,
4063,5510014014,Beverly Grove,Single Famly,"6667 Maryland Dr, Los Angeles, CA 90048",,,1,,,
8208,5507003018,Hancock Park,Single Famly,"319 S Mccadden Pl, Los Angeles, CA 90020",,,1,,,
9624,5507008004,Hancock Park,Single Famly,"319 S Sycamore Ave, Los Angeles, CA 90036",,,1,,,
8212,5505003002,Hancock Park,Single Famly,"314 S June St, Los Angeles, CA 90020",,,1,,,
10778,5504004008,Hancock Park,Single Famly,"315 Lorraine Blvd, Los Angeles, CA 90020",34.0684574,-118.3203616,1,0,1,Prediction Incorrect - Sold
7417,5505026008,Hancock Park,Single Famly,"315 S Windsor Blvd, Los Angeles, CA 90020",,,1,,,
2035,5510001001,Beverly Grove,Single Famly,"6215 Drexel Ave, Los Angeles, CA 90048",,,1,,,
6839,5507005002,Hancock Park,Single Famly,"307 S Citrus Ave, Los Angeles, CA 90036",,,1,,,
9878,5505018011,Hancock Park,Single Famly,"311 S Lucerne Blvd, Los Angeles, CA 90020",34.068552,-118.3247862,1,1,1,Prediction Correct - Sold
6589,5510008005,Beverly Grove,Single Famly,"6421 W 5Th St, Los Angeles, CA 90048",,,1,,,
4460,5510008011,Beverly Grove,Single Famly,"6451 W 5Th St, Los Angeles, CA 90048",,,1,,,
3849,5510001004,Beverly Grove,Single Famly,"6231 Drexel Ave, Los Angeles, CA 90048",,,1,,,
5404,5510009022,Beverly Grove,Single Famly,"6360 Drexel Ave, Los Angeles, CA 90048",34.0686127,-118.3666319,1,0,1,Prediction Incorrect - Sold
5221,5510009018,Beverly Grove,Single Famly,"6380 Drexel Ave, Los Angeles, CA 90048",,,1,,,
6832,5505003001,Hancock Park,Single Famly,"300 S June St, Los Angeles, CA 90020",,,1,,,
8827,5507006001,Hancock Park,Single Famly,"301 S Mansfield Ave, Los Angeles, CA 90036",,,1,,,
7533,5505026006,Hancock Park,Single Famly,"304 S Plymouth Blvd, Los Angeles, CA 90020",,,1,,,
11631,5505018010,Hancock Park,Single Famly,"301 S Lucerne Blvd, Los Angeles, CA 90020",,,1,,,
4532,5510008028,Beverly Grove,Single Famly,"6440 Drexel Ave, Los Angeles, CA 90048",,,1,,,
2965,5510007016,Beverly Grove,Single Famly,"6677 W 5Th St, Los Angeles, CA 90048",,,1,,,
6591,5510008023,Beverly Grove,Single Famly,"6510 Drexel Ave, Los Angeles, CA 90048",,,1,,,
6243,5510007018,Beverly Grove,Single Famly,"6685 W 5Th St, Los Angeles, CA 90048",,,1,,,
5405,5510002014,Beverly Grove,Single Famly,"6361 Drexel Ave, Los Angeles, CA 90048",34.0690697,-118.3665341,1,1,1,Prediction Correct - Sold
